CISP;mes;vano;mes_ano;area_cisp;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;encontro_cadaver;encontro_ossada;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_bicicleta;outros_roubos;furto_veiculos;furto_bicicleta;outros_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;cump_mandado_prisao;ameaca;pessoas_desaparecidas;hom_por_interv_policial;armas_apreendidas;prisoes;grp;apf_cmp;apreensoes;gaai;aaapai_cmba;registro_ocorrencias;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;fase
17;5;2011;2011m5;11,1;4;1;Rio de Janeiro;3304557;Capital;2;0;0;7;37;2;2;56;4;0;7;0;21;4;80;38;0;0;6;1;;22;4;;242;0;2;1;34;19;30;38;30;6;3;10;12;;;0;;;822;0;0;5;124;21;3
18;5;2011;2011m5;3,5;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;37;5;3;46;1;0;6;0;9;1;69;5;0;0;7;0;;12;13;;159;0;2;0;28;6;1;11;34;3;0;0;7;;;0;;;544;0;0;0;81;9;3
19;5;2011;2011m5;40,4;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;62;1;0;36;0;0;8;2;5;4;47;2;0;0;6;0;;10;9;;202;0;4;0;46;14;9;14;67;2;0;3;74;;;3;;;707;0;0;0;55;5;3
20;5;2011;2011m5;11,2;6;1;Rio de Janeiro;3304557;Capital;1;0;0;1;44;2;0;27;0;0;4;1;9;2;47;1;0;0;0;0;;10;23;;173;0;4;0;43;18;10;73;68;4;0;4;5;;;0;;;731;0;0;1;48;9;3
21;5;2011;2011m5;14,8;22;1;Rio de Janeiro;3304557;Capital;10;0;1;16;62;4;6;121;1;0;16;0;28;10;73;35;0;0;5;0;;63;9;;174;0;2;0;26;24;48;17;62;13;2;16;38;;;6;;;902;0;0;13;113;28;3
22;5;2011;2011m5;16,2;16;1;Rio de Janeiro;3304557;Capital;3;0;0;2;75;6;1;65;0;0;9;1;20;7;65;6;0;0;8;0;;18;15;;236;0;6;0;26;31;23;15;68;1;0;8;46;;;8;;;832;0;0;3;79;20;3
23;5;2011;2011m5;4,7;3;1;Rio de Janeiro;3304557;Capital;0;0;0;2;26;1;1;30;0;0;6;1;30;4;90;5;0;0;40;1;;16;9;;270;0;5;0;40;2;18;18;50;2;0;0;2;;;0;;;770;0;0;0;135;30;3
24;5;2011;2011m5;7,4;3;1;Rio de Janeiro;3304557;Capital;1;0;0;0;37;0;0;14;0;0;7;1;16;1;63;4;0;0;2;0;;9;4;;82;0;2;0;28;1;11;4;37;4;0;0;30;;;0;;;411;0;0;1;69;16;3
25;5;2011;2011m5;8,2;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;43;3;1;39;2;1;9;0;32;2;38;9;0;0;8;0;;36;8;;116;0;2;0;12;15;30;10;29;3;0;6;15;;;0;;;533;0;0;0;55;32;3
26;5;2011;2011m5;10;3;1;Rio de Janeiro;3304557;Capital;3;0;1;0;32;3;1;30;0;0;8;1;12;1;54;3;0;0;3;0;;20;14;;96;0;3;0;15;2;11;11;46;3;0;0;1;;;0;;;433;0;0;4;60;12;3
27;5;2011;2011m5;14,1;41;2;Rio de Janeiro;3304557;Capital;7;0;0;5;75;3;1;41;0;0;17;2;54;1;149;10;0;0;7;0;;21;39;;187;0;0;0;37;3;28;3;86;4;4;8;2;;;0;;;901;0;0;11;166;54;3
28;5;2011;2011m5;18,9;9;2;Rio de Janeiro;3304557;Capital;4;0;0;2;59;2;1;49;1;0;4;0;20;1;70;10;0;0;10;0;;9;12;;151;0;0;0;22;1;12;5;65;4;0;4;24;;;2;;;626;0;0;4;90;20;3
29;5;2011;2011m5;8,8;41;2;Rio de Janeiro;3304557;Capital;8;0;0;1;47;2;1;34;0;0;12;2;22;1;118;10;1;0;17;0;;15;24;;221;0;7;0;45;2;15;6;60;5;0;3;5;;;0;;;759;0;0;8;145;22;3
30;5;2011;2011m5;9;9;2;Rio de Janeiro;3304557;Capital;2;0;0;3;62;5;0;43;0;0;1;0;19;5;67;5;0;0;21;0;;15;17;;111;0;0;0;16;3;15;12;57;5;1;4;23;;;1;;;547;0;0;3;93;19;3
31;5;2011;2011m5;14,2;14;2;Rio de Janeiro;3304557;Capital;7;0;0;2;98;1;2;32;0;0;3;1;34;2;103;9;0;0;8;0;;17;6;;76;0;1;0;9;7;11;3;95;3;2;3;0;;;0;;;550;0;0;9;120;34;3
32;5;2011;2011m5;98,3;18;2;Rio de Janeiro;3304557;Capital;2;0;0;7;231;9;4;97;1;0;7;1;14;2;58;3;0;0;15;1;;10;24;;377;0;5;1;88;31;23;17;261;10;1;4;25;;;5;;;1499;0;0;3;76;14;3
33;5;2011;2011m5;54,6;14;2;Rio de Janeiro;3304557;Capital;8;0;0;10;105;2;5;81;1;0;8;2;29;6;100;7;0;0;15;0;;16;22;;172;0;2;0;32;12;21;9;109;4;2;14;43;;;5;;;872;0;0;10;122;29;3
34;5;2011;2011m5;67,8;14;2;Rio de Janeiro;3304557;Capital;9;0;0;9;143;2;5;99;0;0;6;1;41;7;201;15;0;0;17;0;;27;45;;287;0;3;0;73;24;31;33;146;12;7;11;24;;;4;;;1354;1;0;16;233;41;3
35;5;2011;2011m5;153,5;39;2;Rio de Janeiro;3304557;Capital;10;0;0;2;247;14;7;143;1;0;4;4;43;8;112;19;0;0;13;0;;22;36;;382;0;7;0;131;3;45;25;300;14;0;8;43;;;0;;;1859;0;0;10;144;43;3
36;5;2011;2011m5;152,5;27;2;Rio de Janeiro;3304557;Capital;18;0;0;9;135;5;4;71;0;0;1;0;14;4;53;3;0;0;2;0;;5;15;;190;0;2;1;26;6;22;14;170;10;3;7;1;;;0;;;849;0;0;21;58;14;3
37;5;2011;2011m5;41,4;17;1;Rio de Janeiro;3304557;Capital;0;0;0;6;79;3;1;50;0;0;2;0;12;2;53;12;0;0;7;0;;7;31;;276;0;7;6;40;15;12;12;76;4;5;5;12;;;1;;;828;0;0;5;72;12;3
38;5;2011;2011m5;15,8;16;1;Rio de Janeiro;3304557;Capital;2;0;0;3;67;4;3;47;0;0;4;0;35;10;74;12;0;0;21;0;;13;10;;167;0;3;0;26;28;34;8;66;7;0;20;36;;;8;;;754;0;0;2;107;35;3
39;5;2011;2011m5;15;41;2;Rio de Janeiro;3304557;Capital;7;0;0;5;50;3;1;46;0;0;5;0;54;16;85;11;0;0;4;0;;31;5;;86;0;1;0;4;20;58;12;53;6;10;21;7;;;0;;;614;0;0;17;100;54;3
40;5;2011;2011m5;7,7;9;2;Rio de Janeiro;3304557;Capital;2;0;1;3;33;1;0;48;0;0;5;0;41;3;91;8;0;0;12;0;;13;14;;69;0;3;0;7;3;22;3;47;6;5;5;0;;;0;;;434;1;0;8;111;41;3
41;5;2011;2011m5;18,8;18;2;Rio de Janeiro;3304557;Capital;0;0;0;1;67;7;0;50;1;0;2;0;10;1;48;5;0;0;5;0;;12;19;;133;0;3;0;26;6;7;11;68;8;0;5;15;;;1;;;633;0;0;0;58;10;3
42;5;2011;2011m5;112,4;31;2;Rio de Janeiro;3304557;Capital;4;0;0;0;50;1;2;48;0;0;4;0;17;0;15;2;0;0;5;0;;15;19;;214;0;2;0;29;3;11;3;50;1;0;1;1;;;0;;;606;0;0;4;22;17;3
43;5;2011;2011m5;155,2;39;2;Rio de Janeiro;3304557;Capital;3;1;0;0;57;1;1;28;0;0;0;0;3;0;3;2;0;0;1;0;;1;4;;43;0;1;0;13;1;2;6;53;5;0;4;4;;;0;;;262;0;0;4;6;3;3
44;5;2011;2011m5;9,7;3;1;Rio de Janeiro;3304557;Capital;4;0;0;6;40;2;6;41;1;0;3;3;23;3;53;7;0;0;3;0;;15;7;;81;0;0;0;17;1;18;14;22;1;0;2;5;;;0;;;412;0;0;4;63;23;3
48;5;2011;2011m5;283,8;24;3;Seropédica;3305554;Baixada Fluminense;0;0;0;2;27;2;1;17;2;0;1;0;2;1;2;1;0;0;0;0;;4;13;;34;0;2;0;8;8;3;2;38;1;0;1;1;;;0;;;229;0;0;0;3;2;3
50;5;2011;2011m5;274,3;24;3;Itaguaí;3302007;Baixada Fluminense;8;0;0;1;44;5;1;23;0;0;1;1;5;1;16;2;0;0;2;0;;2;22;;114;0;0;0;11;10;9;7;56;13;0;2;26;;;5;;;441;0;0;8;20;5;3
51;5;2011;2011m5;179,7;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;1;26;1;0;6;2;0;0;0;1;0;0;0;0;0;0;0;;1;0;;22;0;0;0;3;18;0;3;30;0;0;2;2;;;1;;;135;0;0;0;0;1;3
52;5;2011;2011m5;40,7;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;7;51;1;2;40;0;0;4;1;43;5;140;9;0;0;7;0;;12;16;;219;0;1;0;58;4;24;19;89;4;0;3;22;;;1;;;861;0;0;2;156;43;3
53;5;2011;2011m5;33,9;20;3;Mesquita;3302858;Baixada Fluminense;3;0;0;2;88;7;0;31;0;0;3;0;20;1;75;7;0;0;2;0;;2;12;;86;0;1;0;16;15;11;7;67;1;1;6;13;;;1;;;525;0;0;4;84;20;3
54;5;2011;2011m5;77,8;40;3;Belford Roxo;3300456;Baixada Fluminense;17;0;0;9;147;7;2;55;3;0;3;1;43;4;116;3;0;0;6;0;;21;25;;109;0;1;0;27;12;29;29;144;17;2;9;35;;;16;;;904;0;0;19;125;43;3
55;5;2011;2011m5;75,7;24;3;Queimados;3304144;Baixada Fluminense;1;0;0;1;101;13;1;15;0;0;2;1;6;2;7;0;0;0;0;0;;8;7;;64;0;3;0;14;6;2;9;120;3;0;1;12;;;0;;;423;0;0;1;7;6;3
56;5;2011;2011m5;117,2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;12;0;1;5;102;17;4;23;0;0;5;2;24;3;69;1;0;0;3;1;;6;17;;59;0;1;0;11;23;10;12;106;8;2;12;54;;;15;;;597;0;0;15;73;24;3
57;5;2011;2011m5;18,6;20;3;Nilópolis;3303203;Baixada Fluminense;3;0;0;1;64;3;0;29;0;0;7;2;25;0;100;7;0;0;5;0;;10;9;;97;0;0;0;16;4;12;12;72;3;0;1;15;;;4;;;570;0;0;3;112;25;3
58;5;2011;2011m5;349,3;20;3;Nova Iguaçu;3303500;Baixada Fluminense;14;0;0;3;160;20;6;46;0;0;5;1;35;2;99;3;0;0;5;0;;7;23;;151;0;2;0;11;1;10;27;125;8;0;6;19;;;0;;;894;0;0;14;107;35;3
59;5;2011;2011m5;40,8;15;3;Duque de Caxias;3301702;Baixada Fluminense;11;0;1;9;224;9;3;73;0;0;14;1;126;44;304;16;0;0;17;0;;57;51;;386;0;5;4;94;32;113;22;191;17;4;31;69;;;5;;;2045;0;0;16;337;126;3
60;5;2011;2011m5;100,3;15;3;Duque de Caxias;3301702;Baixada Fluminense;15;1;0;16;104;9;3;39;3;0;9;0;48;4;55;10;0;0;3;0;;10;10;;73;0;1;0;15;8;13;6;79;9;2;15;10;;;4;;;665;0;0;18;68;48;3
61;5;2011;2011m5;256,4;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;6;24;1;2;15;1;0;0;0;6;1;8;1;0;0;1;0;;5;1;;21;0;2;0;1;0;3;5;28;1;0;0;2;;;0;;;151;0;0;2;10;6;3
62;5;2011;2011m5;70,1;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;1;4;48;3;3;14;0;0;2;0;23;1;46;3;0;0;3;0;;8;20;;48;0;0;0;6;11;21;11;55;5;5;11;77;;;19;;;375;0;0;10;52;23;3
63;5;2011;2011m5;81,9;24;3;Japeri;3302270;Baixada Fluminense;5;0;0;4;30;3;0;12;1;0;2;2;2;1;2;0;0;0;1;0;;1;0;;19;0;1;0;2;3;0;10;38;6;0;3;6;;;0;;;167;0;0;5;3;2;3
64;5;2011;2011m5;35,2;21;3;São João de Meriti;3305109;Baixada Fluminense;9;0;0;8;160;17;2;93;1;0;7;3;56;12;159;12;0;0;13;1;;13;33;;223;0;5;0;59;18;41;22;125;14;2;18;45;;;11;;;1379;0;0;11;184;56;3
65;5;2011;2011m5;219;34;3;Magé;3302502;Baixada Fluminense;0;0;0;1;46;6;1;12;0;0;0;3;7;1;9;0;0;0;1;0;;3;3;;50;0;2;0;8;5;8;7;45;1;0;5;8;;;3;;;294;0;0;0;10;7;3
66;5;2011;2011m5;169,4;34;3;Magé;3302502;Baixada Fluminense;3;0;0;2;58;0;0;28;0;0;1;2;14;1;10;0;0;0;1;0;;3;13;;46;0;2;0;12;9;3;8;46;5;0;9;22;;;6;;;306;0;0;3;11;14;3
67;5;2011;2011m5;360,8;34;3;Guapimirim;3301850;Baixada Fluminense;1;0;0;0;16;1;0;5;0;0;1;0;0;0;1;0;0;0;0;0;;2;1;;12;0;0;0;1;1;0;2;16;0;0;0;3;;;0;;;75;0;0;1;1;0;3
70;5;2011;2011m5;145,5;35;4;Tanguá;3305752;Interior;0;0;0;0;10;0;1;8;0;0;1;0;2;1;2;1;0;0;0;0;;0;2;;14;0;0;0;3;4;2;0;17;0;0;0;0;;;0;;;79;0;0;0;3;2;3
71;5;2011;2011m5;430,4;35;4;Itaboraí;3301900;Interior;7;0;0;5;69;2;3;61;1;0;7;2;24;4;40;12;0;0;1;0;;14;19;;100;0;1;0;16;19;17;16;100;8;0;13;45;;;7;;;599;0;0;7;53;24;3
72;5;2011;2011m5;67,3;7;4;São Gonçalo;3304904;Grande Niterói;5;0;1;3;122;5;2;37;0;0;2;0;24;17;56;13;0;0;12;0;;14;33;;169;0;9;0;42;31;60;15;175;5;0;24;15;;;0;;;956;0;0;6;81;24;3
73;5;2011;2011m5;17,1;7;4;São Gonçalo;3304904;Grande Niterói;1;0;1;4;74;13;0;38;1;0;3;2;16;1;58;13;0;0;3;0;;10;21;;132;0;1;0;20;14;12;6;97;5;0;3;2;;;0;;;611;0;0;2;74;16;3
74;5;2011;2011m5;56,5;7;4;São Gonçalo;3304904;Grande Niterói;10;0;0;10;119;10;4;47;0;0;11;2;24;4;132;17;0;0;5;0;;6;40;;257;0;3;0;21;37;34;19;120;7;2;33;134;;;54;;;1036;0;0;12;154;24;3
75;5;2011;2011m5;106,9;7;4;São Gonçalo;3304904;Grande Niterói;2;0;0;2;41;6;2;35;0;0;7;0;13;3;23;6;0;0;2;0;;4;13;;61;0;2;0;1;6;14;4;59;4;1;7;1;;;0;;;345;0;0;3;31;13;3
76;5;2011;2011m5;9,4;12;4;Niterói;3303302;Grande Niterói;4;0;0;0;55;1;3;44;0;0;7;0;7;7;91;22;0;0;10;0;;8;35;;294;0;14;0;60;14;16;8;77;7;0;3;0;;;0;;;953;0;0;4;123;7;3
77;5;2011;2011m5;7,5;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;18;1;1;19;0;1;4;1;5;0;60;10;0;0;10;0;;9;29;;115;0;4;0;44;12;7;9;35;1;0;4;39;;;7;;;526;0;0;0;80;5;3
78;5;2011;2011m5;18,9;12;4;Niterói;3303302;Grande Niterói;3;0;0;19;42;3;3;33;1;0;3;1;16;1;47;20;0;0;4;0;;6;18;;94;0;4;0;2;24;12;9;48;3;3;13;48;;;4;;;458;0;0;6;71;16;3
79;5;2011;2011m5;33;12;4;Niterói;3303302;Grande Niterói;1;0;0;4;24;7;0;19;0;0;0;0;4;0;13;2;0;0;1;0;;8;6;;38;0;0;0;6;10;4;8;28;1;1;4;2;;;0;;;218;0;0;2;16;4;3
81;5;2011;2011m5;64,6;12;4;Niterói;3303302;Grande Niterói;3;0;0;4;24;1;2;12;0;0;0;2;20;0;19;1;0;0;4;0;;0;14;;109;0;0;0;11;15;5;8;23;3;1;6;5;;;0;;;342;0;0;4;24;20;3
82;5;2011;2011m5;362,6;12;4;Maricá;3302700;Grande Niterói;4;0;0;2;44;3;0;28;0;0;5;2;10;2;9;1;0;0;0;0;;4;8;;93;0;1;0;10;4;7;10;44;4;0;9;14;;;3;;;362;0;0;4;10;10;3
88;5;2011;2011m5;579;10;5;Barra do Pirai;3300308;Interior;2;1;0;0;45;2;6;14;0;0;0;0;0;1;2;1;0;0;1;0;;2;3;;55;0;1;0;9;18;1;1;45;1;0;3;12;;;0;;;265;0;0;3;4;0;3
89;5;2011;2011m5;1095,2;37;5;Resende;3304201;Interior;2;0;0;6;60;2;1;18;2;0;1;1;3;0;4;0;0;0;1;0;;2;8;;104;0;5;0;16;21;2;5;72;5;0;5;72;;;8;;;422;0;0;2;5;3;3
90;5;2011;2011m5;547,2;28;5;Barra Mansa;3300407;Interior;4;0;0;10;51;4;1;25;0;0;6;2;1;0;3;0;0;0;1;0;;1;19;;87;0;1;0;24;18;13;14;87;3;1;10;18;;;2;;;438;0;0;5;4;1;3
91;5;2011;2011m5;1304,8;10;5;Valença;3306107;Interior;0;0;0;4;38;5;0;9;1;0;1;0;0;0;1;0;0;0;0;0;;1;0;;40;0;0;0;5;11;1;7;33;2;0;1;5;;;0;;;189;0;0;0;1;0;3
92;5;2011;2011m5;478,3;10;5;Rio das Flores;3304508;Interior;0;0;0;0;4;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;4;0;0;0;0;0;0;3;6;1;0;0;1;;;0;;;29;0;0;0;0;0;3
93;5;2011;2011m5;182,5;28;5;Volta Redonda;3306305;Interior;3;0;0;3;90;6;2;49;0;0;4;2;5;0;16;0;0;0;0;0;;2;27;;118;0;0;0;28;26;8;19;136;5;0;6;34;;;4;;;655;0;0;3;16;5;3
94;5;2011;2011m5;505,4;10;5;Piraí;3304003;Interior;0;0;0;0;12;1;2;6;0;0;0;0;1;1;0;0;0;0;0;0;;1;0;;10;0;4;0;1;3;4;0;15;0;0;1;2;;;0;;;74;0;0;0;0;1;3
95;5;2011;2011m5;538,1;10;5;Vassouras;3306206;Interior;1;0;0;0;25;1;4;2;0;0;0;1;0;0;1;0;0;0;0;0;;2;2;;21;0;0;0;6;7;0;3;14;5;0;1;7;;;0;;;116;0;0;1;1;0;3
96;5;2011;2011m5;608;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0;0;0;1;18;0;3;17;0;0;0;0;1;0;0;0;0;0;0;0;;0;0;;16;0;0;0;6;2;2;11;9;0;0;3;6;;;0;;;113;0;0;0;0;1;3
97;5;2011;2011m5;97;10;5;Mendes;3302809;Interior;0;0;0;0;9;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;;4;0;0;0;0;4;0;2;10;0;0;0;4;;;0;;;51;0;0;0;0;0;3
98;5;2011;2011m5;132,9;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;3;0;0;0;2;3;0;1;9;0;0;0;1;;;0;;;41;0;0;0;0;0;3
99;5;2011;2011m5;245,1;37;5;Itatiaia;3302254;Interior;0;0;0;0;13;0;1;3;0;0;0;0;2;1;1;0;0;0;0;0;;0;3;;36;0;1;0;1;23;2;1;13;1;0;3;16;;;1;;;129;0;0;0;1;2;3
100;5;2011;2011m5;336,8;28;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;15;0;1;8;0;0;2;0;1;0;0;0;0;0;0;0;;1;0;;26;0;0;0;1;1;3;0;12;2;0;1;3;;;0;;;95;0;0;0;0;1;3
101;5;2011;2011m5;76,5;10;5;Pinheiral;3303955;Interior;0;0;0;0;11;1;0;4;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;;10;0;0;0;0;9;1;0;7;2;0;0;5;;;2;;;70;0;0;0;1;0;3
104;5;2011;2011m5;220,4;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;6;0;1;10;1;0;0;0;0;0;0;1;0;0;0;0;;0;0;;4;0;0;0;1;4;0;2;5;0;0;0;2;;;0;;;42;0;0;0;1;0;3
105;5;2011;2011m5;314,7;26;7;Petrópolis;3303906;Interior;1;0;0;4;85;5;4;24;0;0;1;0;1;1;7;0;0;0;0;0;;4;23;;102;0;2;0;17;16;8;20;69;9;0;4;20;;;5;;;513;0;0;1;7;1;3
106;5;2011;2011m5;481,1;26;7;Petrópolis;3303906;Interior;0;0;0;0;21;0;1;19;0;0;0;0;0;0;1;0;0;0;1;0;;2;0;;29;0;0;0;5;0;0;3;15;0;0;1;5;;;0;;;123;0;0;0;2;0;3
107;5;2011;2011m5;580,5;38;7;Paraíba do Sul;3303708;Interior;1;0;0;0;15;0;1;7;0;0;1;0;1;0;0;0;0;0;1;0;;0;0;;14;0;0;0;2;8;0;1;11;1;0;1;8;;;0;;;89;0;0;1;1;1;3
108;5;2011;2011m5;543,9;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2;0;0;0;39;3;2;8;0;0;0;0;1;2;2;0;0;0;1;0;;1;0;;47;0;0;0;8;33;2;19;48;1;0;1;15;;;2;;;310;0;0;2;3;1;3
109;5;2011;2011m5;541,7;38;7;Sapucaia;3305406;Interior;0;0;0;0;12;0;0;3;1;0;0;0;1;1;0;0;0;0;0;0;;0;1;;8;0;0;0;1;4;1;3;10;0;0;5;3;;;0;;;64;0;0;0;0;1;3
110;5;2011;2011m5;770,6;30;7;Teresópolis;3305802;Interior;0;0;0;3;69;4;2;50;0;1;0;2;0;2;3;0;0;0;0;0;;4;4;;115;0;0;0;27;23;3;11;49;5;0;10;20;;;0;;;544;0;0;0;3;0;3
111;5;2011;2011m5;395,5;30;7;Sumidouro;3305703;Interior;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;5;0;0;0;0;0;0;0;7;0;0;0;0;;;0;;;27;0;0;0;0;0;3
112;5;2011;2011m5;321,9;30;7;Carmo;3301207;Interior;0;0;0;0;7;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;8;0;0;0;3;0;0;0;4;0;0;2;2;;;0;;;58;0;0;0;0;0;3
118;5;2011;2011m5;638;25;4;Araruama;3300209;Interior;1;0;0;1;63;8;3;47;0;0;1;1;3;0;6;1;0;0;0;0;;4;7;;99;0;0;0;27;5;4;7;75;6;0;2;3;;;0;;;444;0;0;1;7;3;3
119;5;2011;2011m5;456,5;35;4;Rio Bonito;3304300;Interior;2;0;1;0;27;0;2;22;0;0;1;0;2;1;3;0;0;0;0;0;;3;7;;53;0;0;0;9;1;2;1;27;0;0;8;3;;;0;;;188;0;0;3;3;2;3
120;5;2011;2011m5;937,5;35;4;Silva Jardim;3305604;Interior;0;0;0;1;9;0;0;7;0;0;1;1;1;3;1;1;0;0;1;0;;2;3;;13;0;0;1;2;0;0;0;12;0;0;2;2;;;2;;;72;0;0;0;3;1;3
121;5;2011;2011m5;460,8;32;6;Casimiro de Abreu;3301306;Interior;1;0;0;0;13;1;4;11;0;0;1;1;1;1;1;0;0;0;0;0;;1;1;;17;0;1;0;1;2;0;0;19;0;0;0;10;;;0;;;88;0;0;1;1;1;3
122;5;2011;2011m5;347,3;32;6;Conceição de Macabú;3301405;Interior;0;0;1;0;7;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;;15;0;0;0;3;1;2;1;9;0;0;1;0;;;0;;;62;0;0;1;0;0;3
123;5;2011;2011m5;1216,8;32;6;Macaé;3302403;Interior;7;0;0;7;65;7;3;83;2;0;14;1;24;7;52;22;1;0;10;0;;9;17;;226;0;4;0;38;11;9;8;77;10;0;8;18;;;5;;;726;0;0;7;84;24;3
124;5;2011;2011m5;353,6;25;4;Saquarema;3305505;Interior;2;0;0;1;43;0;5;21;0;0;5;1;3;0;5;1;0;0;1;0;;1;2;;54;0;1;0;8;8;1;5;32;1;0;4;11;;;0;;;253;0;0;2;7;3;3
125;5;2011;2011m5;332,8;25;4;São Pedro da Aldeia;3305208;Interior;6;0;0;6;26;8;2;16;0;0;2;1;5;0;2;2;0;0;0;0;;2;4;;50;0;0;0;8;15;3;10;21;3;0;8;19;;;2;;;219;0;0;6;4;5;3
126;5;2011;2011m5;410,4;25;4;Cabo Frio;3300704;Interior;12;0;0;8;51;7;6;38;0;0;6;0;7;2;37;0;0;0;1;0;;3;19;;157;0;1;0;25;50;6;5;82;8;2;15;19;;;0;;;641;0;0;14;38;7;3
127;5;2011;2011m5;70,3;25;4;Armação dos Búzios;3300233;Interior;1;0;0;0;14;1;0;11;0;0;3;0;1;1;3;0;0;0;0;0;;2;2;;49;0;0;0;1;9;10;6;11;3;0;6;13;;;3;;;163;0;0;1;3;1;3
128;5;2011;2011m5;229;32;6;Rio das Ostras;3304524;Interior;3;0;0;2;50;9;1;28;0;0;1;1;3;1;24;3;0;0;0;0;;1;17;;129;0;2;0;16;5;6;14;59;5;0;6;15;;;1;;;423;0;0;3;27;3;3
129;5;2011;2011m5;51,9;25;4;Iguaba Grande;3301876;Interior;1;0;0;0;13;0;0;7;0;0;6;0;1;0;0;0;0;0;0;0;;0;2;;18;0;0;0;0;5;4;3;8;0;0;2;8;;;2;;;85;0;0;1;0;1;3
130;5;2011;2011m5;1021;32;6;"Quissamã;Carapebus";9999994;Interior;1;0;0;2;17;4;0;1;0;1;0;0;0;0;1;0;1;0;0;0;;1;2;;7;0;0;0;1;3;0;4;19;0;0;2;2;;;0;;;77;0;0;1;1;0;3
132;5;2011;2011m5;160,3;25;4;Arraial do Cabo;3300258;Interior;0;0;0;1;15;1;2;4;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;;34;0;1;0;4;9;1;6;13;0;0;2;6;;;2;;;107;0;0;0;1;0;3
134;5;2011;2011m5;2665;8;6;Campos dos Goytacazes;3301009;Interior;14;0;0;14;90;4;6;70;0;0;8;0;3;2;41;6;0;0;1;0;;3;35;;221;0;10;0;35;44;10;22;86;0;0;21;76;;;12;;;997;0;0;14;48;3;3
135;5;2011;2011m5;431,3;36;6;Itaocara;3302106;Interior;1;0;0;0;14;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;12;0;0;0;2;6;0;1;10;1;0;1;1;;;0;;;65;0;0;1;0;0;3
136;5;2011;2011m5;698;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0;0;0;0;19;1;5;11;0;0;1;0;0;0;2;0;0;0;0;0;;0;2;;24;0;1;0;5;12;2;4;22;2;0;1;6;;;0;;;137;0;0;0;2;0;3
137;5;2011;2011m5;304,5;36;6;Miracema;3303005;Interior;0;0;0;0;20;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2;;33;0;2;0;6;12;1;4;14;0;0;0;6;;;0;;;120;0;0;0;0;0;3
138;5;2011;2011m5;250;29;6;Laje do Muriaé;3302304;Interior;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;2;0;0;0;0;0;0;0;1;0;0;0;0;;;0;;;13;0;0;0;0;0;3
139;5;2011;2011m5;302;29;6;Porciúncula;3304102;Interior;0;0;0;1;7;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;;14;0;0;0;0;6;1;2;7;0;0;0;3;;;0;;;55;0;0;0;0;0;3
140;5;2011;2011m5;576,8;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;8;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;;10;0;0;0;1;3;0;2;18;0;0;0;2;;;0;;;68;0;0;0;0;0;3
141;5;2011;2011m5;1031,6;8;6;São Fidélis;3304805;Interior;0;0;0;0;11;1;0;8;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;;12;0;0;0;2;4;1;2;16;0;0;1;0;;;0;;;69;0;0;0;1;0;3
